id,parent_id,name,name_en,area
4503,45,ปทุมรัตต์,Pathum Rat,408.624477334
4504,45,จตุรพักตรพิมาน,Chaturaphak Phiman,561.93041409
4505,45,ธวัชบุรี,Thawat Buri,547.815213015
4506,45,พนมไพร,Phanom Phrai,512.478494444
4507,45,โพนทอง,Phon Thong,794.588490543
4508,45,โพธิ์ชัย,Pho Chai,437.209445494
4509,45,หนองพอก,Nong Phok,650.0513432810001
4510,45,เสลภูมิ,Selaphum,870.903655007
4511,45,สุวรรณภูมิ,Suwannaphum,986.091170382
4512,45,เมืองสรวง,Mueang Suang,180.133136315
4513,45,โพนทราย,Phon Sai,270.408134554
4514,45,อาจสามารถ,At Samat,447.40464159100003
4515,45,เมยวดี,Moei Wadi,197.513912936
4516,45,ศรีสมเด็จ,Si Somdet,191.609458927
4517,45,จังหาร,Changhan,214.073160382
4518,45,เชียงขวัญ,Chiang Khwan,78.2004952538
4519,45,หนองฮี,Nong Hi,180.56547598699999
4520,45,ทุ่งเขาหลวง,Thung Khao Luang,106.092084286
4601,46,เมืองกาฬสินธ์,Mueang Kalasin,822.488440727
4602,46,นามน,Na Mon,283.309371502
4603,46,กมลาไสย,Kamalasai,391.157679643
4604,46,ร่องคำ,Rong Kham,99.1486204026
4605,46,กุฉินารายณ์,Kuchi Narai,904.1384548020001
4606,46,เขาวง,Khao Wong,257.291509694
4607,46,ยางตลาด,Yang Talat,804.218948645
4608,46,ห้วยเม็ก,Huai Mek,377.693033427
4609,46,สหัสขันธ์,Sahatsakhan,349.232414851
4610,46,คำม่วง,Kham Muang,512.0568147189999
4611,46,ท่าคันโท,Tha Khantho,452.36311912400004
4612,46,หนองกุงศรี,Nong Kung Si,750.436675618
4613,46,สมเด็จ,Somdet,584.492471559
4614,46,ห้วยผึ้ง,Huai Phueng,373.11312697799997
4615,46,สามชัย,Sam Chai,389.269375455
4616,46,นาคู,Na Khu,256.310867377
4617,46,ดอนจาน,Don Chan,290.33886782200005
4618,46,ฆ้องชัยพัฒนา,Khong Chai,171.268877666
4701,47,เมืองสกลนคร,Mueang Sakon Nakhon,1096.63854548
4702,47,กุสุมาลย์,Kusuman,547.9347908220001
4703,47,กุดบาก,Kut Bak,521.301454479
4704,47,พรรณานิคม,Phanna Nikhom,873.565939575
4705,47,พังโคน,Phang Khon,311.214217443
4706,47,วาริชภูมิ,Waritchaphum,479.596486747
4707,47,นิคมน้ำอูน,Nikhom Nam Un,179.807451228
4708,47,วานรนิวาส,Wanon Niwat,1288.43371073
